Unicode,Caractere,Nome,Origem
U+2208,∈,ELEMENT OF,DejaVu Serif: base vetorial licenciada
U+2209,∉,NOT AN ELEMENT OF,DejaVu Serif: base vetorial licenciada
U+220A,∊,SMALL ELEMENT OF,Latin Modern Math: adaptação de escala; licença GUST
U+220B,∋,CONTAINS AS MEMBER,DejaVu Serif: base vetorial licenciada
U+220C,∌,DOES NOT CONTAIN AS MEMBER,DejaVu Serif: base vetorial licenciada
U+220D,∍,SMALL CONTAINS AS MEMBER,Latin Modern Math: adaptação de escala; licença GUST
U+220E,∎,END OF PROOF,Latin Modern Math: adaptação de escala; licença GUST
U+220F,∏,N-ARY PRODUCT,DejaVu Serif: base vetorial licenciada
U+2210,∐,N-ARY COPRODUCT,DejaVu Serif: base vetorial licenciada
U+2211,∑,N-ARY SUMMATION,DejaVu Serif: base vetorial licenciada
U+2212,−,MINUS SIGN,DejaVu Serif: base vetorial licenciada
U+2213,∓,MINUS-OR-PLUS SIGN,DejaVu Serif: base vetorial licenciada
U+2214,∔,DOT PLUS,DejaVu Serif: base vetorial licenciada
U+2215,∕,DIVISION SLASH,DejaVu Serif: base vetorial licenciada
U+2216,∖,SET MINUS,Latin Modern Math: adaptação de escala; licença GUST
U+2217,∗,ASTERISK OPERATOR,DejaVu Serif: base vetorial licenciada
U+2218,∘,RING OPERATOR,DejaVu Serif: base vetorial licenciada
U+2219,∙,BULLET OPERATOR,DejaVu Serif: base vetorial licenciada
U+221A,√,SQUARE ROOT,DejaVu Serif: base vetorial licenciada
U+221B,∛,CUBE ROOT,DejaVu Serif: base vetorial licenciada
U+221C,∜,FOURTH ROOT,DejaVu Serif: base vetorial licenciada
U+221D,∝,PROPORTIONAL TO,DejaVu Serif: base vetorial licenciada
U+221E,∞,INFINITY,DejaVu Serif: base vetorial licenciada
U+221F,∟,RIGHT ANGLE,DejaVu Serif: base vetorial licenciada
U+2220,∠,ANGLE,DejaVu Serif: base vetorial licenciada
U+2221,∡,MEASURED ANGLE,Latin Modern Math: adaptação de escala; licença GUST
U+2222,∢,SPHERICAL ANGLE,Latin Modern Math: adaptação de escala; licença GUST
U+2223,∣,DIVIDES,DejaVu Serif: base vetorial licenciada
U+2224,∤,DOES NOT DIVIDE,DejaVu Serif: base vetorial licenciada
U+2225,∥,PARALLEL TO,DejaVu Serif: base vetorial licenciada
U+2226,∦,NOT PARALLEL TO,DejaVu Serif: base vetorial licenciada
U+2227,∧,LOGICAL AND,DejaVu Serif: base vetorial licenciada
U+2228,∨,LOGICAL OR,DejaVu Serif: base vetorial licenciada
U+2229,∩,INTERSECTION,DejaVu Serif: base vetorial licenciada
U+222A,∪,UNION,DejaVu Serif: base vetorial licenciada
U+222B,∫,INTEGRAL,DejaVu Serif: base vetorial licenciada
U+222C,∬,DOUBLE INTEGRAL,DejaVu Serif: base vetorial licenciada
U+222D,∭,TRIPLE INTEGRAL,DejaVu Serif: base vetorial licenciada
U+222E,∮,CONTOUR INTEGRAL,Latin Modern Math: adaptação de escala; licença GUST
U+222F,∯,SURFACE INTEGRAL,Latin Modern Math: adaptação de escala; licença GUST
U+2230,∰,VOLUME INTEGRAL,Latin Modern Math: adaptação de escala; licença GUST
U+2231,∱,CLOCKWISE INTEGRAL,Latin Modern Math: adaptação de escala; licença GUST
U+2232,∲,CLOCKWISE CONTOUR INTEGRAL,Latin Modern Math: adaptação de escala; licença GUST
U+2233,∳,ANTICLOCKWISE CONTOUR INTEGRAL,Latin Modern Math: adaptação de escala; licença GUST
U+2234,∴,THEREFORE,Latin Modern Math: adaptação de escala; licença GUST
U+2235,∵,BECAUSE,Latin Modern Math: adaptação de escala; licença GUST
U+2236,∶,RATIO,Latin Modern Math: adaptação de escala; licença GUST
U+2237,∷,PROPORTION,Latin Modern Math: adaptação de escala; licença GUST
U+2238,∸,DOT MINUS,DejaVu Serif: base vetorial licenciada
U+2239,∹,EXCESS,DejaVu Serif: base vetorial licenciada
U+223A,∺,GEOMETRIC PROPORTION,DejaVu Serif: base vetorial licenciada
U+223B,∻,HOMOTHETIC,DejaVu Serif: base vetorial licenciada
U+223C,∼,TILDE OPERATOR,DejaVu Serif: base vetorial licenciada
U+223D,∽,REVERSED TILDE,DejaVu Serif: base vetorial licenciada
U+223E,∾,INVERTED LAZY S,Latin Modern Math: adaptação de escala; licença GUST
U+223F,∿,SINE WAVE,Latin Modern Math: adaptação de escala; licença GUST
U+2240,≀,WREATH PRODUCT,Latin Modern Math: adaptação de escala; licença GUST
U+2241,≁,NOT TILDE,Latin Modern Math: adaptação de escala; licença GUST
U+2242,≂,MINUS TILDE,DejaVu Serif: base vetorial licenciada
U+2243,≃,ASYMPTOTICALLY EQUAL TO,DejaVu Serif: base vetorial licenciada
U+2244,≄,NOT ASYMPTOTICALLY EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+2245,≅,APPROXIMATELY EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+2246,≆,APPROXIMATELY BUT NOT ACTUALLY EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+2247,≇,NEITHER APPROXIMATELY NOR ACTUALLY EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+2248,≈,ALMOST EQUAL TO,DejaVu Serif: base vetorial licenciada
U+2249,≉,NOT ALMOST EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+224A,≊,ALMOST EQUAL OR EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+224B,≋,TRIPLE TILDE,Latin Modern Math: adaptação de escala; licença GUST
U+224C,≌,ALL EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+224D,≍,EQUIVALENT TO,Latin Modern Math: adaptação de escala; licença GUST
U+224E,≎,GEOMETRICALLY EQUIVALENT TO,Latin Modern Math: adaptação de escala; licença GUST
U+224F,≏,DIFFERENCE BETWEEN,Latin Modern Math: adaptação de escala; licença GUST
U+2250,≐,APPROACHES THE LIMIT,DejaVu Serif: base vetorial licenciada
U+2251,≑,GEOMETRICALLY EQUAL TO,DejaVu Serif: base vetorial licenciada
U+2252,≒,APPROXIMATELY EQUAL TO OR THE IMAGE OF,DejaVu Serif: base vetorial licenciada
U+2253,≓,IMAGE OF OR APPROXIMATELY EQUAL TO,DejaVu Serif: base vetorial licenciada
U+2254,≔,COLON EQUALS,DejaVu Serif: base vetorial licenciada
U+2255,≕,EQUALS COLON,DejaVu Serif: base vetorial licenciada
U+2256,≖,RING IN EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+2257,≗,RING EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+2258,≘,CORRESPONDS TO,Latin Modern Math: adaptação de escala; licença GUST
U+2259,≙,ESTIMATES,Latin Modern Math: adaptação de escala; licença GUST
U+225A,≚,EQUIANGULAR TO,Latin Modern Math: adaptação de escala; licença GUST
U+225B,≛,STAR EQUALS,Latin Modern Math: adaptação de escala; licença GUST
U+225C,≜,DELTA EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+225D,≝,EQUAL TO BY DEFINITION,Latin Modern Math: adaptação de escala; licença GUST
U+225E,≞,MEASURED BY,Latin Modern Math: adaptação de escala; licença GUST
U+225F,≟,QUESTIONED EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+2260,≠,NOT EQUAL TO,DejaVu Serif: base vetorial licenciada
U+2261,≡,IDENTICAL TO,DejaVu Serif: base vetorial licenciada
U+2262,≢,NOT IDENTICAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+2263,≣,STRICTLY EQUIVALENT TO,Latin Modern Math: adaptação de escala; licença GUST
U+2264,≤,LESS-THAN OR EQUAL TO,DejaVu Serif: base vetorial licenciada
U+2265,≥,GREATER-THAN OR EQUAL TO,DejaVu Serif: base vetorial licenciada
U+2266,≦,LESS-THAN OVER EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+2267,≧,GREATER-THAN OVER EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+2268,≨,LESS-THAN BUT NOT EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+2269,≩,GREATER-THAN BUT NOT EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+226A,≪,MUCH LESS-THAN,Latin Modern Math: adaptação de escala; licença GUST
U+226B,≫,MUCH GREATER-THAN,Latin Modern Math: adaptação de escala; licença GUST
U+226C,≬,BETWEEN,Latin Modern Math: adaptação de escala; licença GUST
U+226D,≭,NOT EQUIVALENT TO,Latin Modern Math: adaptação de escala; licença GUST
U+226E,≮,NOT LESS-THAN,Latin Modern Math: adaptação de escala; licença GUST
U+226F,≯,NOT GREATER-THAN,Latin Modern Math: adaptação de escala; licença GUST
U+2270,≰,NEITHER LESS-THAN NOR EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+2271,≱,NEITHER GREATER-THAN NOR EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+2272,≲,LESS-THAN OR EQUIVALENT TO,Latin Modern Math: adaptação de escala; licença GUST
U+2273,≳,GREATER-THAN OR EQUIVALENT TO,Latin Modern Math: adaptação de escala; licença GUST
U+2274,≴,NEITHER LESS-THAN NOR EQUIVALENT TO,Latin Modern Math: adaptação de escala; licença GUST
U+2275,≵,NEITHER GREATER-THAN NOR EQUIVALENT TO,Latin Modern Math: adaptação de escala; licença GUST
U+2276,≶,LESS-THAN OR GREATER-THAN,Latin Modern Math: adaptação de escala; licença GUST
U+2277,≷,GREATER-THAN OR LESS-THAN,Latin Modern Math: adaptação de escala; licença GUST
U+2278,≸,NEITHER LESS-THAN NOR GREATER-THAN,Latin Modern Math: adaptação de escala; licença GUST
U+2279,≹,NEITHER GREATER-THAN NOR LESS-THAN,Latin Modern Math: adaptação de escala; licença GUST
U+227A,≺,PRECEDES,Latin Modern Math: adaptação de escala; licença GUST
U+227B,≻,SUCCEEDS,Latin Modern Math: adaptação de escala; licença GUST
U+227C,≼,PRECEDES OR EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+227D,≽,SUCCEEDS OR EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+227E,≾,PRECEDES OR EQUIVALENT TO,Latin Modern Math: adaptação de escala; licença GUST
U+227F,≿,SUCCEEDS OR EQUIVALENT TO,Latin Modern Math: adaptação de escala; licença GUST
U+2280,⊀,DOES NOT PRECEDE,Latin Modern Math: adaptação de escala; licença GUST
U+2281,⊁,DOES NOT SUCCEED,Latin Modern Math: adaptação de escala; licença GUST
U+2282,⊂,SUBSET OF,DejaVu Serif: base vetorial licenciada
U+2283,⊃,SUPERSET OF,DejaVu Serif: base vetorial licenciada
U+2284,⊄,NOT A SUBSET OF,DejaVu Serif: base vetorial licenciada
U+2285,⊅,NOT A SUPERSET OF,DejaVu Serif: base vetorial licenciada
U+2286,⊆,SUBSET OF OR EQUAL TO,DejaVu Serif: base vetorial licenciada
U+2287,⊇,SUPERSET OF OR EQUAL TO,DejaVu Serif: base vetorial licenciada
U+2288,⊈,NEITHER A SUBSET OF NOR EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+2289,⊉,NEITHER A SUPERSET OF NOR EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+228A,⊊,SUBSET OF WITH NOT EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+228B,⊋,SUPERSET OF WITH NOT EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+228C,⊌,MULTISET,DejaVu Serif: base vetorial licenciada
U+228D,⊍,MULTISET MULTIPLICATION,DejaVu Serif: base vetorial licenciada
U+228E,⊎,MULTISET UNION,DejaVu Serif: base vetorial licenciada
U+228F,⊏,SQUARE IMAGE OF,DejaVu Serif: base vetorial licenciada
U+2290,⊐,SQUARE ORIGINAL OF,DejaVu Serif: base vetorial licenciada
U+2291,⊑,SQUARE IMAGE OF OR EQUAL TO,DejaVu Serif: base vetorial licenciada
U+2292,⊒,SQUARE ORIGINAL OF OR EQUAL TO,DejaVu Serif: base vetorial licenciada
U+2293,⊓,SQUARE CAP,DejaVu Serif: base vetorial licenciada
U+2294,⊔,SQUARE CUP,DejaVu Serif: base vetorial licenciada
U+2295,⊕,CIRCLED PLUS,DejaVu Serif: base vetorial licenciada
U+2296,⊖,CIRCLED MINUS,DejaVu Serif: base vetorial licenciada
U+2297,⊗,CIRCLED TIMES,DejaVu Serif: base vetorial licenciada
U+2298,⊘,CIRCLED DIVISION SLASH,DejaVu Serif: base vetorial licenciada
U+2299,⊙,CIRCLED DOT OPERATOR,DejaVu Serif: base vetorial licenciada
U+229A,⊚,CIRCLED RING OPERATOR,DejaVu Serif: base vetorial licenciada
U+229B,⊛,CIRCLED ASTERISK OPERATOR,DejaVu Serif: base vetorial licenciada
U+229C,⊜,CIRCLED EQUALS,DejaVu Serif: base vetorial licenciada
U+229D,⊝,CIRCLED DASH,DejaVu Serif: base vetorial licenciada
U+229E,⊞,SQUARED PLUS,DejaVu Serif: base vetorial licenciada
U+229F,⊟,SQUARED MINUS,DejaVu Serif: base vetorial licenciada
U+22A0,⊠,SQUARED TIMES,DejaVu Serif: base vetorial licenciada
U+22A1,⊡,SQUARED DOT OPERATOR,DejaVu Serif: base vetorial licenciada
U+22A2,⊢,RIGHT TACK,DejaVu Serif: base vetorial licenciada
U+22A3,⊣,LEFT TACK,DejaVu Serif: base vetorial licenciada
U+22A4,⊤,DOWN TACK,DejaVu Serif: base vetorial licenciada
U+22A5,⊥,UP TACK,DejaVu Serif: base vetorial licenciada
U+22A6,⊦,ASSERTION,DejaVu Serif: base vetorial licenciada
U+22A7,⊧,MODELS,DejaVu Serif: base vetorial licenciada
U+22A8,⊨,TRUE,DejaVu Serif: base vetorial licenciada
U+22A9,⊩,FORCES,DejaVu Serif: base vetorial licenciada
U+22AA,⊪,TRIPLE VERTICAL BAR RIGHT TURNSTILE,DejaVu Serif: base vetorial licenciada
U+22AB,⊫,DOUBLE VERTICAL BAR DOUBLE RIGHT TURNSTILE,DejaVu Serif: base vetorial licenciada
U+22AC,⊬,DOES NOT PROVE,DejaVu Serif: base vetorial licenciada
U+22AD,⊭,NOT TRUE,DejaVu Serif: base vetorial licenciada
U+22AE,⊮,DOES NOT FORCE,DejaVu Serif: base vetorial licenciada
U+22AF,⊯,NEGATED DOUBLE VERTICAL BAR DOUBLE RIGHT TURNSTILE,DejaVu Serif: base vetorial licenciada
U+22B2,⊲,NORMAL SUBGROUP OF,Latin Modern Math: adaptação de escala; licença GUST
U+22B3,⊳,CONTAINS AS NORMAL SUBGROUP,Latin Modern Math: adaptação de escala; licença GUST
U+22B4,⊴,NORMAL SUBGROUP OF OR EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+22B5,⊵,CONTAINS AS NORMAL SUBGROUP OR EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+22B6,⊶,ORIGINAL OF,Latin Modern Math: adaptação de escala; licença GUST
U+22B7,⊷,IMAGE OF,Latin Modern Math: adaptação de escala; licença GUST
U+22B8,⊸,MULTIMAP,Latin Modern Math: adaptação de escala; licença GUST
U+22B9,⊹,HERMITIAN CONJUGATE MATRIX,Latin Modern Math: adaptação de escala; licença GUST
U+22BA,⊺,INTERCALATE,Latin Modern Math: adaptação de escala; licença GUST
U+22BB,⊻,XOR,Latin Modern Math: adaptação de escala; licença GUST
U+22BC,⊼,NAND,Latin Modern Math: adaptação de escala; licença GUST
U+22BD,⊽,NOR,Latin Modern Math: adaptação de escala; licença GUST
U+22BE,⊾,RIGHT ANGLE WITH ARC,Latin Modern Math: adaptação de escala; licença GUST
U+22BF,⊿,RIGHT TRIANGLE,Latin Modern Math: adaptação de escala; licença GUST
U+22C0,⋀,N-ARY LOGICAL AND,Latin Modern Math: adaptação de escala; licença GUST
U+22C1,⋁,N-ARY LOGICAL OR,Latin Modern Math: adaptação de escala; licença GUST
U+22C2,⋂,N-ARY INTERSECTION,Latin Modern Math: adaptação de escala; licença GUST
U+22C3,⋃,N-ARY UNION,Latin Modern Math: adaptação de escala; licença GUST
U+22C4,⋄,DIAMOND OPERATOR,DejaVu Serif: base vetorial licenciada
U+22C5,⋅,DOT OPERATOR,DejaVu Serif: base vetorial licenciada
U+22C6,⋆,STAR OPERATOR,Latin Modern Math: adaptação de escala; licença GUST
U+22C7,⋇,DIVISION TIMES,Latin Modern Math: adaptação de escala; licença GUST
U+22C8,⋈,BOWTIE,Latin Modern Math: adaptação de escala; licença GUST
U+22C9,⋉,LEFT NORMAL FACTOR SEMIDIRECT PRODUCT,Latin Modern Math: adaptação de escala; licença GUST
U+22CA,⋊,RIGHT NORMAL FACTOR SEMIDIRECT PRODUCT,Latin Modern Math: adaptação de escala; licença GUST
U+22CB,⋋,LEFT SEMIDIRECT PRODUCT,Latin Modern Math: adaptação de escala; licença GUST
U+22CC,⋌,RIGHT SEMIDIRECT PRODUCT,Latin Modern Math: adaptação de escala; licença GUST
U+22CD,⋍,REVERSED TILDE EQUALS,Latin Modern Math: adaptação de escala; licença GUST
U+22CE,⋎,CURLY LOGICAL OR,Latin Modern Math: adaptação de escala; licença GUST
U+22CF,⋏,CURLY LOGICAL AND,Latin Modern Math: adaptação de escala; licença GUST
U+22D0,⋐,DOUBLE SUBSET,Latin Modern Math: adaptação de escala; licença GUST
U+22D1,⋑,DOUBLE SUPERSET,Latin Modern Math: adaptação de escala; licença GUST
U+22D2,⋒,DOUBLE INTERSECTION,Latin Modern Math: adaptação de escala; licença GUST
U+22D3,⋓,DOUBLE UNION,Latin Modern Math: adaptação de escala; licença GUST
U+22D5,⋕,EQUAL AND PARALLEL TO,Latin Modern Math: adaptação de escala; licença GUST
U+22D6,⋖,LESS-THAN WITH DOT,Latin Modern Math: adaptação de escala; licença GUST
U+22D7,⋗,GREATER-THAN WITH DOT,Latin Modern Math: adaptação de escala; licença GUST
U+22D8,⋘,VERY MUCH LESS-THAN,Latin Modern Math: adaptação de escala; licença GUST
U+22D9,⋙,VERY MUCH GREATER-THAN,Latin Modern Math: adaptação de escala; licença GUST
U+22DA,⋚,LESS-THAN EQUAL TO OR GREATER-THAN,Latin Modern Math: adaptação de escala; licença GUST
U+22DB,⋛,GREATER-THAN EQUAL TO OR LESS-THAN,Latin Modern Math: adaptação de escala; licença GUST
U+22DC,⋜,EQUAL TO OR LESS-THAN,Latin Modern Math: adaptação de escala; licença GUST
U+22DD,⋝,EQUAL TO OR GREATER-THAN,Latin Modern Math: adaptação de escala; licença GUST
U+22DE,⋞,EQUAL TO OR PRECEDES,Latin Modern Math: adaptação de escala; licença GUST
U+22DF,⋟,EQUAL TO OR SUCCEEDS,Latin Modern Math: adaptação de escala; licença GUST
U+22E0,⋠,DOES NOT PRECEDE OR EQUAL,Latin Modern Math: adaptação de escala; licença GUST
U+22E1,⋡,DOES NOT SUCCEED OR EQUAL,Latin Modern Math: adaptação de escala; licença GUST
U+22E2,⋢,NOT SQUARE IMAGE OF OR EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+22E3,⋣,NOT SQUARE ORIGINAL OF OR EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+22E4,⋤,SQUARE IMAGE OF OR NOT EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+22E5,⋥,SQUARE ORIGINAL OF OR NOT EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+22E6,⋦,LESS-THAN BUT NOT EQUIVALENT TO,Latin Modern Math: adaptação de escala; licença GUST
U+22E7,⋧,GREATER-THAN BUT NOT EQUIVALENT TO,Latin Modern Math: adaptação de escala; licença GUST
U+22E8,⋨,PRECEDES BUT NOT EQUIVALENT TO,Latin Modern Math: adaptação de escala; licença GUST
U+22E9,⋩,SUCCEEDS BUT NOT EQUIVALENT TO,Latin Modern Math: adaptação de escala; licença GUST
U+22EA,⋪,NOT NORMAL SUBGROUP OF,Latin Modern Math: adaptação de escala; licença GUST
U+22EB,⋫,DOES NOT CONTAIN AS NORMAL SUBGROUP,Latin Modern Math: adaptação de escala; licença GUST
U+22EC,⋬,NOT NORMAL SUBGROUP OF OR EQUAL TO,Latin Modern Math: adaptação de escala; licença GUST
U+22ED,⋭,DOES NOT CONTAIN AS NORMAL SUBGROUP OR EQUAL,Latin Modern Math: adaptação de escala; licença GUST
U+22EE,⋮,VERTICAL ELLIPSIS,Latin Modern Math: adaptação de escala; licença GUST
U+22EF,⋯,MIDLINE HORIZONTAL ELLIPSIS,Latin Modern Math: adaptação de escala; licença GUST
U+22F0,⋰,UP RIGHT DIAGONAL ELLIPSIS,Latin Modern Math: adaptação de escala; licença GUST
U+22F1,⋱,DOWN RIGHT DIAGONAL ELLIPSIS,Latin Modern Math: adaptação de escala; licença GUST
U+2300,⌀,DIAMETER SIGN,Latin Modern Math: adaptação de escala; licença GUST
U+2302,⌂,HOUSE,DejaVu Serif: base vetorial licenciada
U+2305,⌅,PROJECTIVE,Latin Modern Math: adaptação de escala; licença GUST
U+2306,⌆,PERSPECTIVE,Latin Modern Math: adaptação de escala; licença GUST
U+2308,⌈,LEFT CEILING,DejaVu Serif: base vetorial licenciada
U+2309,⌉,RIGHT CEILING,DejaVu Serif: base vetorial licenciada
U+230A,⌊,LEFT FLOOR,DejaVu Serif: base vetorial licenciada
U+230B,⌋,RIGHT FLOOR,DejaVu Serif: base vetorial licenciada
U+2310,⌐,REVERSED NOT SIGN,DejaVu Serif: base vetorial licenciada
U+2311,⌑,SQUARE LOZENGE,DejaVu Serif: base vetorial licenciada
U+2318,⌘,PLACE OF INTEREST SIGN,DejaVu Serif: base vetorial licenciada
U+2319,⌙,TURNED NOT SIGN,DejaVu Serif: base vetorial licenciada
U+231C,⌜,TOP LEFT CORNER,Latin Modern Math: adaptação de escala; licença GUST
U+231D,⌝,TOP RIGHT CORNER,Latin Modern Math: adaptação de escala; licença GUST
U+231E,⌞,BOTTOM LEFT CORNER,Latin Modern Math: adaptação de escala; licença GUST
U+231F,⌟,BOTTOM RIGHT CORNER,Latin Modern Math: adaptação de escala; licença GUST
U+2320,⌠,TOP HALF INTEGRAL,DejaVu Serif: base vetorial licenciada
U+2321,⌡,BOTTOM HALF INTEGRAL,DejaVu Serif: base vetorial licenciada
U+2322,⌢,FROWN,Latin Modern Math: adaptação de escala; licença GUST
U+2323,⌣,SMILE,Latin Modern Math: adaptação de escala; licença GUST
U+2325,⌥,OPTION KEY,DejaVu Serif: base vetorial licenciada
U+2328,⌨,KEYBOARD,DejaVu Serif: base vetorial licenciada
U+2329,〈,LEFT-POINTING ANGLE BRACKET,Latin Modern Math: adaptação de escala; licença GUST
U+232A,〉,RIGHT-POINTING ANGLE BRACKET,Latin Modern Math: adaptação de escala; licença GUST
U+237D,⍽,SHOULDERED OPEN BOX,DejaVu Serif: base vetorial licenciada
U+239B,⎛,LEFT PARENTHESIS UPPER HOOK,DejaVu Serif: base vetorial licenciada
U+239C,⎜,LEFT PARENTHESIS EXTENSION,DejaVu Serif: base vetorial licenciada
U+239D,⎝,LEFT PARENTHESIS LOWER HOOK,DejaVu Serif: base vetorial licenciada
U+239E,⎞,RIGHT PARENTHESIS UPPER HOOK,DejaVu Serif: base vetorial licenciada
U+239F,⎟,RIGHT PARENTHESIS EXTENSION,DejaVu Serif: base vetorial licenciada
U+23A0,⎠,RIGHT PARENTHESIS LOWER HOOK,DejaVu Serif: base vetorial licenciada
U+23A1,⎡,LEFT SQUARE BRACKET UPPER CORNER,DejaVu Serif: base vetorial licenciada
U+23A2,⎢,LEFT SQUARE BRACKET EXTENSION,DejaVu Serif: base vetorial licenciada
U+23A3,⎣,LEFT SQUARE BRACKET LOWER CORNER,DejaVu Serif: base vetorial licenciada
U+23A4,⎤,RIGHT SQUARE BRACKET UPPER CORNER,DejaVu Serif: base vetorial licenciada
U+23A5,⎥,RIGHT SQUARE BRACKET EXTENSION,DejaVu Serif: base vetorial licenciada
U+23A6,⎦,RIGHT SQUARE BRACKET LOWER CORNER,DejaVu Serif: base vetorial licenciada
U+23A7,⎧,LEFT CURLY BRACKET UPPER HOOK,DejaVu Serif: base vetorial licenciada
U+23A8,⎨,LEFT CURLY BRACKET MIDDLE PIECE,DejaVu Serif: base vetorial licenciada
U+23A9,⎩,LEFT CURLY BRACKET LOWER HOOK,DejaVu Serif: base vetorial licenciada
U+23AA,⎪,CURLY BRACKET EXTENSION,DejaVu Serif: base vetorial licenciada
U+23AB,⎫,RIGHT CURLY BRACKET UPPER HOOK,DejaVu Serif: base vetorial licenciada
U+23AC,⎬,RIGHT CURLY BRACKET MIDDLE PIECE,DejaVu Serif: base vetorial licenciada
U+23AD,⎭,RIGHT CURLY BRACKET LOWER HOOK,DejaVu Serif: base vetorial licenciada
U+23AE,⎮,INTEGRAL EXTENSION,DejaVu Serif: base vetorial licenciada
U+23B2,⎲,SUMMATION TOP,Latin Modern Math: adaptação de escala; licença GUST
U+23B3,⎳,SUMMATION BOTTOM,Latin Modern Math: adaptação de escala; licença GUST
U+23B4,⎴,TOP SQUARE BRACKET,Latin Modern Math: adaptação de escala; licença GUST
U+23B5,⎵,BOTTOM SQUARE BRACKET,Latin Modern Math: adaptação de escala; licença GUST
U+23B7,⎷,RADICAL SYMBOL BOTTOM,DejaVu Serif: base vetorial licenciada
U+23CF,⏏,EJECT SYMBOL,DejaVu Serif: base vetorial licenciada
U+23D0,⏐,VERTICAL LINE EXTENSION,Latin Modern Math: adaptação de escala; licença GUST
U+23DC,⏜,TOP PARENTHESIS,Latin Modern Math: adaptação de escala; licença GUST
U+23DD,⏝,BOTTOM PARENTHESIS,Latin Modern Math: adaptação de escala; licença GUST
U+23DE,⏞,TOP CURLY BRACKET,Latin Modern Math: adaptação de escala; licença GUST
U+23DF,⏟,BOTTOM CURLY BRACKET,Latin Modern Math: adaptação de escala; licença GUST
U+23E0,⏠,TOP TORTOISE SHELL BRACKET,Latin Modern Math: adaptação de escala; licença GUST
U+23E1,⏡,BOTTOM TORTOISE SHELL BRACKET,Latin Modern Math: adaptação de escala; licença GUST
U+2422,␢,BLANK SYMBOL,Latin Modern Math: adaptação de escala; licença GUST
U+2423,␣,OPEN BOX,DejaVu Serif: base vetorial licenciada
U+2500,─,BOX DRAWINGS LIGHT HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+2501,━,BOX DRAWINGS HEAVY HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+2502,│,BOX DRAWINGS LIGHT VERTICAL,DejaVu Serif: base vetorial licenciada
U+2503,┃,BOX DRAWINGS HEAVY VERTICAL,DejaVu Serif: base vetorial licenciada
U+2504,┄,BOX DRAWINGS LIGHT TRIPLE DASH HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+2505,┅,BOX DRAWINGS HEAVY TRIPLE DASH HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+2506,┆,BOX DRAWINGS LIGHT TRIPLE DASH VERTICAL,DejaVu Serif: base vetorial licenciada
U+2507,┇,BOX DRAWINGS HEAVY TRIPLE DASH VERTICAL,DejaVu Serif: base vetorial licenciada
U+2508,┈,BOX DRAWINGS LIGHT QUADRUPLE DASH HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+2509,┉,BOX DRAWINGS HEAVY QUADRUPLE DASH HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+250A,┊,BOX DRAWINGS LIGHT QUADRUPLE DASH VERTICAL,DejaVu Serif: base vetorial licenciada
U+250B,┋,BOX DRAWINGS HEAVY QUADRUPLE DASH VERTICAL,DejaVu Serif: base vetorial licenciada
U+250C,┌,BOX DRAWINGS LIGHT DOWN AND RIGHT,DejaVu Serif: base vetorial licenciada
U+250D,┍,BOX DRAWINGS DOWN LIGHT AND RIGHT HEAVY,DejaVu Serif: base vetorial licenciada
