Unicode,Caractere,Nome,Origem
U+250E,┎,BOX DRAWINGS DOWN HEAVY AND RIGHT LIGHT,DejaVu Serif: base vetorial licenciada
U+250F,┏,BOX DRAWINGS HEAVY DOWN AND RIGHT,DejaVu Serif: base vetorial licenciada
U+2510,┐,BOX DRAWINGS LIGHT DOWN AND LEFT,DejaVu Serif: base vetorial licenciada
U+2511,┑,BOX DRAWINGS DOWN LIGHT AND LEFT HEAVY,DejaVu Serif: base vetorial licenciada
U+2512,┒,BOX DRAWINGS DOWN HEAVY AND LEFT LIGHT,DejaVu Serif: base vetorial licenciada
U+2513,┓,BOX DRAWINGS HEAVY DOWN AND LEFT,DejaVu Serif: base vetorial licenciada
U+2514,└,BOX DRAWINGS LIGHT UP AND RIGHT,DejaVu Serif: base vetorial licenciada
U+2515,┕,BOX DRAWINGS UP LIGHT AND RIGHT HEAVY,DejaVu Serif: base vetorial licenciada
U+2516,┖,BOX DRAWINGS UP HEAVY AND RIGHT LIGHT,DejaVu Serif: base vetorial licenciada
U+2517,┗,BOX DRAWINGS HEAVY UP AND RIGHT,DejaVu Serif: base vetorial licenciada
U+2518,┘,BOX DRAWINGS LIGHT UP AND LEFT,DejaVu Serif: base vetorial licenciada
U+2519,┙,BOX DRAWINGS UP LIGHT AND LEFT HEAVY,DejaVu Serif: base vetorial licenciada
U+251A,┚,BOX DRAWINGS UP HEAVY AND LEFT LIGHT,DejaVu Serif: base vetorial licenciada
U+251B,┛,BOX DRAWINGS HEAVY UP AND LEFT,DejaVu Serif: base vetorial licenciada
U+251C,├,BOX DRAWINGS LIGHT VERTICAL AND RIGHT,DejaVu Serif: base vetorial licenciada
U+251D,┝,BOX DRAWINGS VERTICAL LIGHT AND RIGHT HEAVY,DejaVu Serif: base vetorial licenciada
U+251E,┞,BOX DRAWINGS UP HEAVY AND RIGHT DOWN LIGHT,DejaVu Serif: base vetorial licenciada
U+251F,┟,BOX DRAWINGS DOWN HEAVY AND RIGHT UP LIGHT,DejaVu Serif: base vetorial licenciada
U+2520,┠,BOX DRAWINGS VERTICAL HEAVY AND RIGHT LIGHT,DejaVu Serif: base vetorial licenciada
U+2521,┡,BOX DRAWINGS DOWN LIGHT AND RIGHT UP HEAVY,DejaVu Serif: base vetorial licenciada
U+2522,┢,BOX DRAWINGS UP LIGHT AND RIGHT DOWN HEAVY,DejaVu Serif: base vetorial licenciada
U+2523,┣,BOX DRAWINGS HEAVY VERTICAL AND RIGHT,DejaVu Serif: base vetorial licenciada
U+2524,┤,BOX DRAWINGS LIGHT VERTICAL AND LEFT,DejaVu Serif: base vetorial licenciada
U+2525,┥,BOX DRAWINGS VERTICAL LIGHT AND LEFT HEAVY,DejaVu Serif: base vetorial licenciada
U+2526,┦,BOX DRAWINGS UP HEAVY AND LEFT DOWN LIGHT,DejaVu Serif: base vetorial licenciada
U+2527,┧,BOX DRAWINGS DOWN HEAVY AND LEFT UP LIGHT,DejaVu Serif: base vetorial licenciada
U+2528,┨,BOX DRAWINGS VERTICAL HEAVY AND LEFT LIGHT,DejaVu Serif: base vetorial licenciada
U+2529,┩,BOX DRAWINGS DOWN LIGHT AND LEFT UP HEAVY,DejaVu Serif: base vetorial licenciada
U+252A,┪,BOX DRAWINGS UP LIGHT AND LEFT DOWN HEAVY,DejaVu Serif: base vetorial licenciada
U+252B,┫,BOX DRAWINGS HEAVY VERTICAL AND LEFT,DejaVu Serif: base vetorial licenciada
U+252C,┬,BOX DRAWINGS LIGHT DOWN AND HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+252D,┭,BOX DRAWINGS LEFT HEAVY AND RIGHT DOWN LIGHT,DejaVu Serif: base vetorial licenciada
U+252E,┮,BOX DRAWINGS RIGHT HEAVY AND LEFT DOWN LIGHT,DejaVu Serif: base vetorial licenciada
U+252F,┯,BOX DRAWINGS DOWN LIGHT AND HORIZONTAL HEAVY,DejaVu Serif: base vetorial licenciada
U+2530,┰,BOX DRAWINGS DOWN HEAVY AND HORIZONTAL LIGHT,DejaVu Serif: base vetorial licenciada
U+2531,┱,BOX DRAWINGS RIGHT LIGHT AND LEFT DOWN HEAVY,DejaVu Serif: base vetorial licenciada
U+2532,┲,BOX DRAWINGS LEFT LIGHT AND RIGHT DOWN HEAVY,DejaVu Serif: base vetorial licenciada
U+2533,┳,BOX DRAWINGS HEAVY DOWN AND HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+2534,┴,BOX DRAWINGS LIGHT UP AND HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+2535,┵,BOX DRAWINGS LEFT HEAVY AND RIGHT UP LIGHT,DejaVu Serif: base vetorial licenciada
U+2536,┶,BOX DRAWINGS RIGHT HEAVY AND LEFT UP LIGHT,DejaVu Serif: base vetorial licenciada
U+2537,┷,BOX DRAWINGS UP LIGHT AND HORIZONTAL HEAVY,DejaVu Serif: base vetorial licenciada
U+2538,┸,BOX DRAWINGS UP HEAVY AND HORIZONTAL LIGHT,DejaVu Serif: base vetorial licenciada
U+2539,┹,BOX DRAWINGS RIGHT LIGHT AND LEFT UP HEAVY,DejaVu Serif: base vetorial licenciada
U+253A,┺,BOX DRAWINGS LEFT LIGHT AND RIGHT UP HEAVY,DejaVu Serif: base vetorial licenciada
U+253B,┻,BOX DRAWINGS HEAVY UP AND HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+253C,┼,BOX DRAWINGS LIGHT VERTICAL AND HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+253D,┽,BOX DRAWINGS LEFT HEAVY AND RIGHT VERTICAL LIGHT,DejaVu Serif: base vetorial licenciada
U+253E,┾,BOX DRAWINGS RIGHT HEAVY AND LEFT VERTICAL LIGHT,DejaVu Serif: base vetorial licenciada
U+253F,┿,BOX DRAWINGS VERTICAL LIGHT AND HORIZONTAL HEAVY,DejaVu Serif: base vetorial licenciada
U+2540,╀,BOX DRAWINGS UP HEAVY AND DOWN HORIZONTAL LIGHT,DejaVu Serif: base vetorial licenciada
U+2541,╁,BOX DRAWINGS DOWN HEAVY AND UP HORIZONTAL LIGHT,DejaVu Serif: base vetorial licenciada
U+2542,╂,BOX DRAWINGS VERTICAL HEAVY AND HORIZONTAL LIGHT,DejaVu Serif: base vetorial licenciada
U+2543,╃,BOX DRAWINGS LEFT UP HEAVY AND RIGHT DOWN LIGHT,DejaVu Serif: base vetorial licenciada
U+2544,╄,BOX DRAWINGS RIGHT UP HEAVY AND LEFT DOWN LIGHT,DejaVu Serif: base vetorial licenciada
U+2545,╅,BOX DRAWINGS LEFT DOWN HEAVY AND RIGHT UP LIGHT,DejaVu Serif: base vetorial licenciada
U+2546,╆,BOX DRAWINGS RIGHT DOWN HEAVY AND LEFT UP LIGHT,DejaVu Serif: base vetorial licenciada
U+2547,╇,BOX DRAWINGS DOWN LIGHT AND UP HORIZONTAL HEAVY,DejaVu Serif: base vetorial licenciada
U+2548,╈,BOX DRAWINGS UP LIGHT AND DOWN HORIZONTAL HEAVY,DejaVu Serif: base vetorial licenciada
U+2549,╉,BOX DRAWINGS RIGHT LIGHT AND LEFT VERTICAL HEAVY,DejaVu Serif: base vetorial licenciada
U+254A,╊,BOX DRAWINGS LEFT LIGHT AND RIGHT VERTICAL HEAVY,DejaVu Serif: base vetorial licenciada
U+254B,╋,BOX DRAWINGS HEAVY VERTICAL AND HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+254C,╌,BOX DRAWINGS LIGHT DOUBLE DASH HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+254D,╍,BOX DRAWINGS HEAVY DOUBLE DASH HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+254E,╎,BOX DRAWINGS LIGHT DOUBLE DASH VERTICAL,DejaVu Serif: base vetorial licenciada
U+254F,╏,BOX DRAWINGS HEAVY DOUBLE DASH VERTICAL,DejaVu Serif: base vetorial licenciada
U+2550,═,BOX DRAWINGS DOUBLE HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+2551,║,BOX DRAWINGS DOUBLE VERTICAL,DejaVu Serif: base vetorial licenciada
U+2552,╒,BOX DRAWINGS DOWN SINGLE AND RIGHT DOUBLE,DejaVu Serif: base vetorial licenciada
U+2553,╓,BOX DRAWINGS DOWN DOUBLE AND RIGHT SINGLE,DejaVu Serif: base vetorial licenciada
U+2554,╔,BOX DRAWINGS DOUBLE DOWN AND RIGHT,DejaVu Serif: base vetorial licenciada
U+2555,╕,BOX DRAWINGS DOWN SINGLE AND LEFT DOUBLE,DejaVu Serif: base vetorial licenciada
U+2556,╖,BOX DRAWINGS DOWN DOUBLE AND LEFT SINGLE,DejaVu Serif: base vetorial licenciada
U+2557,╗,BOX DRAWINGS DOUBLE DOWN AND LEFT,DejaVu Serif: base vetorial licenciada
U+2558,╘,BOX DRAWINGS UP SINGLE AND RIGHT DOUBLE,DejaVu Serif: base vetorial licenciada
U+2559,╙,BOX DRAWINGS UP DOUBLE AND RIGHT SINGLE,DejaVu Serif: base vetorial licenciada
U+255A,╚,BOX DRAWINGS DOUBLE UP AND RIGHT,DejaVu Serif: base vetorial licenciada
U+255B,╛,BOX DRAWINGS UP SINGLE AND LEFT DOUBLE,DejaVu Serif: base vetorial licenciada
U+255C,╜,BOX DRAWINGS UP DOUBLE AND LEFT SINGLE,DejaVu Serif: base vetorial licenciada
U+255D,╝,BOX DRAWINGS DOUBLE UP AND LEFT,DejaVu Serif: base vetorial licenciada
U+255E,╞,BOX DRAWINGS VERTICAL SINGLE AND RIGHT DOUBLE,DejaVu Serif: base vetorial licenciada
U+255F,╟,BOX DRAWINGS VERTICAL DOUBLE AND RIGHT SINGLE,DejaVu Serif: base vetorial licenciada
U+2560,╠,BOX DRAWINGS DOUBLE VERTICAL AND RIGHT,DejaVu Serif: base vetorial licenciada
U+2561,╡,BOX DRAWINGS VERTICAL SINGLE AND LEFT DOUBLE,DejaVu Serif: base vetorial licenciada
U+2562,╢,BOX DRAWINGS VERTICAL DOUBLE AND LEFT SINGLE,DejaVu Serif: base vetorial licenciada
U+2563,╣,BOX DRAWINGS DOUBLE VERTICAL AND LEFT,DejaVu Serif: base vetorial licenciada
U+2564,╤,BOX DRAWINGS DOWN SINGLE AND HORIZONTAL DOUBLE,DejaVu Serif: base vetorial licenciada
U+2565,╥,BOX DRAWINGS DOWN DOUBLE AND HORIZONTAL SINGLE,DejaVu Serif: base vetorial licenciada
U+2566,╦,BOX DRAWINGS DOUBLE DOWN AND HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+2567,╧,BOX DRAWINGS UP SINGLE AND HORIZONTAL DOUBLE,DejaVu Serif: base vetorial licenciada
U+2568,╨,BOX DRAWINGS UP DOUBLE AND HORIZONTAL SINGLE,DejaVu Serif: base vetorial licenciada
U+2569,╩,BOX DRAWINGS DOUBLE UP AND HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+256A,╪,BOX DRAWINGS VERTICAL SINGLE AND HORIZONTAL DOUBLE,DejaVu Serif: base vetorial licenciada
U+256B,╫,BOX DRAWINGS VERTICAL DOUBLE AND HORIZONTAL SINGLE,DejaVu Serif: base vetorial licenciada
U+256C,╬,BOX DRAWINGS DOUBLE VERTICAL AND HORIZONTAL,DejaVu Serif: base vetorial licenciada
U+256D,╭,BOX DRAWINGS LIGHT ARC DOWN AND RIGHT,DejaVu Serif: base vetorial licenciada
U+256E,╮,BOX DRAWINGS LIGHT ARC DOWN AND LEFT,DejaVu Serif: base vetorial licenciada
U+256F,╯,BOX DRAWINGS LIGHT ARC UP AND LEFT,DejaVu Serif: base vetorial licenciada
U+2570,╰,BOX DRAWINGS LIGHT ARC UP AND RIGHT,DejaVu Serif: base vetorial licenciada
U+2571,╱,BOX DRAWINGS LIGHT DIAGONAL UPPER RIGHT TO LOWER LEFT,DejaVu Serif: base vetorial licenciada
U+2572,╲,BOX DRAWINGS LIGHT DIAGONAL UPPER LEFT TO LOWER RIGHT,DejaVu Serif: base vetorial licenciada
U+2573,╳,BOX DRAWINGS LIGHT DIAGONAL CROSS,DejaVu Serif: base vetorial licenciada
U+2574,╴,BOX DRAWINGS LIGHT LEFT,DejaVu Serif: base vetorial licenciada
U+2575,╵,BOX DRAWINGS LIGHT UP,DejaVu Serif: base vetorial licenciada
U+2576,╶,BOX DRAWINGS LIGHT RIGHT,DejaVu Serif: base vetorial licenciada
U+2577,╷,BOX DRAWINGS LIGHT DOWN,DejaVu Serif: base vetorial licenciada
U+2578,╸,BOX DRAWINGS HEAVY LEFT,DejaVu Serif: base vetorial licenciada
U+2579,╹,BOX DRAWINGS HEAVY UP,DejaVu Serif: base vetorial licenciada
U+257A,╺,BOX DRAWINGS HEAVY RIGHT,DejaVu Serif: base vetorial licenciada
U+257B,╻,BOX DRAWINGS HEAVY DOWN,DejaVu Serif: base vetorial licenciada
U+257C,╼,BOX DRAWINGS LIGHT LEFT AND HEAVY RIGHT,DejaVu Serif: base vetorial licenciada
U+257D,╽,BOX DRAWINGS LIGHT UP AND HEAVY DOWN,DejaVu Serif: base vetorial licenciada
U+257E,╾,BOX DRAWINGS HEAVY LEFT AND LIGHT RIGHT,DejaVu Serif: base vetorial licenciada
U+257F,╿,BOX DRAWINGS HEAVY UP AND LIGHT DOWN,DejaVu Serif: base vetorial licenciada
U+2580,▀,UPPER HALF BLOCK,DejaVu Serif: base vetorial licenciada
U+2581,▁,LOWER ONE EIGHTH BLOCK,DejaVu Serif: base vetorial licenciada
U+2582,▂,LOWER ONE QUARTER BLOCK,DejaVu Serif: base vetorial licenciada
U+2583,▃,LOWER THREE EIGHTHS BLOCK,DejaVu Serif: base vetorial licenciada
U+2584,▄,LOWER HALF BLOCK,DejaVu Serif: base vetorial licenciada
U+2585,▅,LOWER FIVE EIGHTHS BLOCK,DejaVu Serif: base vetorial licenciada
U+2586,▆,LOWER THREE QUARTERS BLOCK,DejaVu Serif: base vetorial licenciada
U+2587,▇,LOWER SEVEN EIGHTHS BLOCK,DejaVu Serif: base vetorial licenciada
U+2588,█,FULL BLOCK,DejaVu Serif: base vetorial licenciada
U+2589,▉,LEFT SEVEN EIGHTHS BLOCK,DejaVu Serif: base vetorial licenciada
U+258A,▊,LEFT THREE QUARTERS BLOCK,DejaVu Serif: base vetorial licenciada
U+258B,▋,LEFT FIVE EIGHTHS BLOCK,DejaVu Serif: base vetorial licenciada
U+258C,▌,LEFT HALF BLOCK,DejaVu Serif: base vetorial licenciada
U+258D,▍,LEFT THREE EIGHTHS BLOCK,DejaVu Serif: base vetorial licenciada
U+258E,▎,LEFT ONE QUARTER BLOCK,DejaVu Serif: base vetorial licenciada
U+258F,▏,LEFT ONE EIGHTH BLOCK,DejaVu Serif: base vetorial licenciada
U+2590,▐,RIGHT HALF BLOCK,DejaVu Serif: base vetorial licenciada
U+2591,░,LIGHT SHADE,DejaVu Serif: base vetorial licenciada
U+2592,▒,MEDIUM SHADE,DejaVu Serif: base vetorial licenciada
U+2593,▓,DARK SHADE,DejaVu Serif: base vetorial licenciada
U+2594,▔,UPPER ONE EIGHTH BLOCK,DejaVu Serif: base vetorial licenciada
U+2595,▕,RIGHT ONE EIGHTH BLOCK,DejaVu Serif: base vetorial licenciada
U+2596,▖,QUADRANT LOWER LEFT,DejaVu Serif: base vetorial licenciada
U+2597,▗,QUADRANT LOWER RIGHT,DejaVu Serif: base vetorial licenciada
U+2598,▘,QUADRANT UPPER LEFT,DejaVu Serif: base vetorial licenciada
U+2599,▙,QUADRANT UPPER LEFT AND LOWER LEFT AND LOWER RIGHT,DejaVu Serif: base vetorial licenciada
U+259A,▚,QUADRANT UPPER LEFT AND LOWER RIGHT,DejaVu Serif: base vetorial licenciada
U+259B,▛,QUADRANT UPPER LEFT AND UPPER RIGHT AND LOWER LEFT,DejaVu Serif: base vetorial licenciada
U+259C,▜,QUADRANT UPPER LEFT AND UPPER RIGHT AND LOWER RIGHT,DejaVu Serif: base vetorial licenciada
U+259D,▝,QUADRANT UPPER RIGHT,DejaVu Serif: base vetorial licenciada
U+259E,▞,QUADRANT UPPER RIGHT AND LOWER LEFT,DejaVu Serif: base vetorial licenciada
U+259F,▟,QUADRANT UPPER RIGHT AND LOWER LEFT AND LOWER RIGHT,DejaVu Serif: base vetorial licenciada
U+25A0,■,BLACK SQUARE,DejaVu Serif: base vetorial licenciada
U+25A1,□,WHITE SQUARE,DejaVu Serif: base vetorial licenciada
U+25A2,▢,WHITE SQUARE WITH ROUNDED CORNERS,DejaVu Serif: base vetorial licenciada
U+25A3,▣,WHITE SQUARE CONTAINING BLACK SMALL SQUARE,DejaVu Serif: base vetorial licenciada
U+25A4,▤,SQUARE WITH HORIZONTAL FILL,DejaVu Serif: base vetorial licenciada
U+25A5,▥,SQUARE WITH VERTICAL FILL,DejaVu Serif: base vetorial licenciada
U+25A6,▦,SQUARE WITH ORTHOGONAL CROSSHATCH FILL,DejaVu Serif: base vetorial licenciada
U+25A7,▧,SQUARE WITH UPPER LEFT TO LOWER RIGHT FILL,DejaVu Serif: base vetorial licenciada
U+25A8,▨,SQUARE WITH UPPER RIGHT TO LOWER LEFT FILL,DejaVu Serif: base vetorial licenciada
U+25A9,▩,SQUARE WITH DIAGONAL CROSSHATCH FILL,DejaVu Serif: base vetorial licenciada
U+25AA,▪,BLACK SMALL SQUARE,DejaVu Serif: base vetorial licenciada
U+25AB,▫,WHITE SMALL SQUARE,DejaVu Serif: base vetorial licenciada
U+25AC,▬,BLACK RECTANGLE,DejaVu Serif: base vetorial licenciada
U+25AD,▭,WHITE RECTANGLE,DejaVu Serif: base vetorial licenciada
U+25AE,▮,BLACK VERTICAL RECTANGLE,DejaVu Serif: base vetorial licenciada
U+25AF,▯,WHITE VERTICAL RECTANGLE,DejaVu Serif: base vetorial licenciada
U+25B0,▰,BLACK PARALLELOGRAM,DejaVu Serif: base vetorial licenciada
U+25B1,▱,WHITE PARALLELOGRAM,DejaVu Serif: base vetorial licenciada
U+25B2,▲,BLACK UP-POINTING TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25B3,△,WHITE UP-POINTING TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25B4,▴,BLACK UP-POINTING SMALL TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25B5,▵,WHITE UP-POINTING SMALL TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25B6,▶,BLACK RIGHT-POINTING TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25B7,▷,WHITE RIGHT-POINTING TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25B8,▸,BLACK RIGHT-POINTING SMALL TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25B9,▹,WHITE RIGHT-POINTING SMALL TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25BA,►,BLACK RIGHT-POINTING POINTER,DejaVu Serif: base vetorial licenciada
U+25BB,▻,WHITE RIGHT-POINTING POINTER,DejaVu Serif: base vetorial licenciada
U+25BC,▼,BLACK DOWN-POINTING TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25BD,▽,WHITE DOWN-POINTING TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25BE,▾,BLACK DOWN-POINTING SMALL TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25BF,▿,WHITE DOWN-POINTING SMALL TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25C0,◀,BLACK LEFT-POINTING TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25C1,◁,WHITE LEFT-POINTING TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25C2,◂,BLACK LEFT-POINTING SMALL TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25C3,◃,WHITE LEFT-POINTING SMALL TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25C4,◄,BLACK LEFT-POINTING POINTER,DejaVu Serif: base vetorial licenciada
U+25C5,◅,WHITE LEFT-POINTING POINTER,DejaVu Serif: base vetorial licenciada
U+25C6,◆,BLACK DIAMOND,DejaVu Serif: base vetorial licenciada
U+25C7,◇,WHITE DIAMOND,DejaVu Serif: base vetorial licenciada
U+25C8,◈,WHITE DIAMOND CONTAINING BLACK SMALL DIAMOND,DejaVu Serif: base vetorial licenciada
U+25C9,◉,FISHEYE,DejaVu Serif: base vetorial licenciada
U+25CA,◊,LOZENGE,DejaVu Serif: base vetorial licenciada
U+25CB,○,WHITE CIRCLE,DejaVu Serif: base vetorial licenciada
U+25CC,◌,DOTTED CIRCLE,DejaVu Serif: base vetorial licenciada
U+25CD,◍,CIRCLE WITH VERTICAL FILL,DejaVu Serif: base vetorial licenciada
U+25CE,◎,BULLSEYE,DejaVu Serif: base vetorial licenciada
U+25CF,●,BLACK CIRCLE,DejaVu Serif: base vetorial licenciada
U+25D0,◐,CIRCLE WITH LEFT HALF BLACK,DejaVu Serif: base vetorial licenciada
U+25D1,◑,CIRCLE WITH RIGHT HALF BLACK,DejaVu Serif: base vetorial licenciada
U+25D2,◒,CIRCLE WITH LOWER HALF BLACK,DejaVu Serif: base vetorial licenciada
U+25D3,◓,CIRCLE WITH UPPER HALF BLACK,DejaVu Serif: base vetorial licenciada
U+25D4,◔,CIRCLE WITH UPPER RIGHT QUADRANT BLACK,DejaVu Serif: base vetorial licenciada
U+25D5,◕,CIRCLE WITH ALL BUT UPPER LEFT QUADRANT BLACK,DejaVu Serif: base vetorial licenciada
U+25D6,◖,LEFT HALF BLACK CIRCLE,DejaVu Serif: base vetorial licenciada
U+25D7,◗,RIGHT HALF BLACK CIRCLE,DejaVu Serif: base vetorial licenciada
U+25D8,◘,INVERSE BULLET,DejaVu Serif: base vetorial licenciada
U+25D9,◙,INVERSE WHITE CIRCLE,DejaVu Serif: base vetorial licenciada
U+25DA,◚,UPPER HALF INVERSE WHITE CIRCLE,DejaVu Serif: base vetorial licenciada
U+25DB,◛,LOWER HALF INVERSE WHITE CIRCLE,DejaVu Serif: base vetorial licenciada
U+25DC,◜,UPPER LEFT QUADRANT CIRCULAR ARC,DejaVu Serif: base vetorial licenciada
U+25DD,◝,UPPER RIGHT QUADRANT CIRCULAR ARC,DejaVu Serif: base vetorial licenciada
U+25DE,◞,LOWER RIGHT QUADRANT CIRCULAR ARC,DejaVu Serif: base vetorial licenciada
U+25DF,◟,LOWER LEFT QUADRANT CIRCULAR ARC,DejaVu Serif: base vetorial licenciada
U+25E0,◠,UPPER HALF CIRCLE,DejaVu Serif: base vetorial licenciada
U+25E1,◡,LOWER HALF CIRCLE,DejaVu Serif: base vetorial licenciada
U+25E2,◢,BLACK LOWER RIGHT TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25E3,◣,BLACK LOWER LEFT TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25E4,◤,BLACK UPPER LEFT TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25E5,◥,BLACK UPPER RIGHT TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25E6,◦,WHITE BULLET,DejaVu Serif: base vetorial licenciada
U+25E7,◧,SQUARE WITH LEFT HALF BLACK,DejaVu Serif: base vetorial licenciada
U+25E8,◨,SQUARE WITH RIGHT HALF BLACK,DejaVu Serif: base vetorial licenciada
U+25E9,◩,SQUARE WITH UPPER LEFT DIAGONAL HALF BLACK,DejaVu Serif: base vetorial licenciada
U+25EA,◪,SQUARE WITH LOWER RIGHT DIAGONAL HALF BLACK,DejaVu Serif: base vetorial licenciada
U+25EB,◫,WHITE SQUARE WITH VERTICAL BISECTING LINE,DejaVu Serif: base vetorial licenciada
U+25EC,◬,WHITE UP-POINTING TRIANGLE WITH DOT,DejaVu Serif: base vetorial licenciada
U+25ED,◭,UP-POINTING TRIANGLE WITH LEFT HALF BLACK,DejaVu Serif: base vetorial licenciada
U+25EE,◮,UP-POINTING TRIANGLE WITH RIGHT HALF BLACK,DejaVu Serif: base vetorial licenciada
U+25EF,◯,LARGE CIRCLE,DejaVu Serif: base vetorial licenciada
U+25F0,◰,WHITE SQUARE WITH UPPER LEFT QUADRANT,DejaVu Serif: base vetorial licenciada
U+25F1,◱,WHITE SQUARE WITH LOWER LEFT QUADRANT,DejaVu Serif: base vetorial licenciada
U+25F2,◲,WHITE SQUARE WITH LOWER RIGHT QUADRANT,DejaVu Serif: base vetorial licenciada
U+25F3,◳,WHITE SQUARE WITH UPPER RIGHT QUADRANT,DejaVu Serif: base vetorial licenciada
U+25F4,◴,WHITE CIRCLE WITH UPPER LEFT QUADRANT,DejaVu Serif: base vetorial licenciada
U+25F5,◵,WHITE CIRCLE WITH LOWER LEFT QUADRANT,DejaVu Serif: base vetorial licenciada
U+25F6,◶,WHITE CIRCLE WITH LOWER RIGHT QUADRANT,DejaVu Serif: base vetorial licenciada
U+25F7,◷,WHITE CIRCLE WITH UPPER RIGHT QUADRANT,DejaVu Serif: base vetorial licenciada
U+25F8,◸,UPPER LEFT TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25F9,◹,UPPER RIGHT TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25FA,◺,LOWER LEFT TRIANGLE,DejaVu Serif: base vetorial licenciada
U+25FB,◻,WHITE MEDIUM SQUARE,DejaVu Serif: base vetorial licenciada
U+25FC,◼,BLACK MEDIUM SQUARE,DejaVu Serif: base vetorial licenciada
U+25FD,◽,WHITE MEDIUM SMALL SQUARE,DejaVu Serif: base vetorial licenciada
U+25FE,◾,BLACK MEDIUM SMALL SQUARE,DejaVu Serif: base vetorial licenciada
U+25FF,◿,LOWER RIGHT TRIANGLE,DejaVu Serif: base vetorial licenciada
U+2600,☀,BLACK SUN WITH RAYS,DejaVu Serif: base vetorial licenciada
U+2638,☸,WHEEL OF DHARMA,DejaVu Serif: base vetorial licenciada
U+2639,☹,WHITE FROWNING FACE,DejaVu Serif: base vetorial licenciada
U+263A,☺,WHITE SMILING FACE,DejaVu Serif: base vetorial licenciada
U+263B,☻,BLACK SMILING FACE,DejaVu Serif: base vetorial licenciada
U+263C,☼,WHITE SUN WITH RAYS,DejaVu Serif: base vetorial licenciada
U+263F,☿,MERCURY,DejaVu Serif: base vetorial licenciada
U+2640,♀,FEMALE SIGN,DejaVu Serif: base vetorial licenciada
U+2641,♁,EARTH,DejaVu Serif: base vetorial licenciada
