Unicode,Caractere,Nome,Origem
U+1E1E,Ḟ,LATIN CAPITAL LETTER F WITH DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E20,Ḡ,LATIN CAPITAL LETTER G WITH MACRON,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E22,Ḣ,LATIN CAPITAL LETTER H WITH DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E24,Ḥ,LATIN CAPITAL LETTER H WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E26,Ḧ,LATIN CAPITAL LETTER H WITH DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E28,Ḩ,LATIN CAPITAL LETTER H WITH CEDILLA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E2A,Ḫ,LATIN CAPITAL LETTER H WITH BREVE BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E2C,Ḭ,LATIN CAPITAL LETTER I WITH TILDE BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E2E,Ḯ,LATIN CAPITAL LETTER I WITH DIAERESIS AND ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E30,Ḱ,LATIN CAPITAL LETTER K WITH ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E32,Ḳ,LATIN CAPITAL LETTER K WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E34,Ḵ,LATIN CAPITAL LETTER K WITH LINE BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E36,Ḷ,LATIN CAPITAL LETTER L WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E38,Ḹ,LATIN CAPITAL LETTER L WITH DOT BELOW AND MACRON,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E3A,Ḻ,LATIN CAPITAL LETTER L WITH LINE BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E3C,Ḽ,LATIN CAPITAL LETTER L WITH CIRCUMFLEX BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E3E,Ḿ,LATIN CAPITAL LETTER M WITH ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E40,Ṁ,LATIN CAPITAL LETTER M WITH DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E42,Ṃ,LATIN CAPITAL LETTER M WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E44,Ṅ,LATIN CAPITAL LETTER N WITH DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E46,Ṇ,LATIN CAPITAL LETTER N WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E48,Ṉ,LATIN CAPITAL LETTER N WITH LINE BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E4A,Ṋ,LATIN CAPITAL LETTER N WITH CIRCUMFLEX BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E4C,Ṍ,LATIN CAPITAL LETTER O WITH TILDE AND ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E4E,Ṏ,LATIN CAPITAL LETTER O WITH TILDE AND DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E50,Ṑ,LATIN CAPITAL LETTER O WITH MACRON AND GRAVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E52,Ṓ,LATIN CAPITAL LETTER O WITH MACRON AND ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E54,Ṕ,LATIN CAPITAL LETTER P WITH ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E56,Ṗ,LATIN CAPITAL LETTER P WITH DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E58,Ṙ,LATIN CAPITAL LETTER R WITH DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E5A,Ṛ,LATIN CAPITAL LETTER R WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E5C,Ṝ,LATIN CAPITAL LETTER R WITH DOT BELOW AND MACRON,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E5E,Ṟ,LATIN CAPITAL LETTER R WITH LINE BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E60,Ṡ,LATIN CAPITAL LETTER S WITH DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E62,Ṣ,LATIN CAPITAL LETTER S WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E64,Ṥ,LATIN CAPITAL LETTER S WITH ACUTE AND DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E66,Ṧ,LATIN CAPITAL LETTER S WITH CARON AND DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E68,Ṩ,LATIN CAPITAL LETTER S WITH DOT BELOW AND DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E6A,Ṫ,LATIN CAPITAL LETTER T WITH DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E6C,Ṭ,LATIN CAPITAL LETTER T WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E6E,Ṯ,LATIN CAPITAL LETTER T WITH LINE BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E70,Ṱ,LATIN CAPITAL LETTER T WITH CIRCUMFLEX BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E72,Ṳ,LATIN CAPITAL LETTER U WITH DIAERESIS BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E74,Ṵ,LATIN CAPITAL LETTER U WITH TILDE BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E76,Ṷ,LATIN CAPITAL LETTER U WITH CIRCUMFLEX BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E78,Ṹ,LATIN CAPITAL LETTER U WITH TILDE AND ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E7A,Ṻ,LATIN CAPITAL LETTER U WITH MACRON AND DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E7C,Ṽ,LATIN CAPITAL LETTER V WITH TILDE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E7E,Ṿ,LATIN CAPITAL LETTER V WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E80,Ẁ,LATIN CAPITAL LETTER W WITH GRAVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E82,Ẃ,LATIN CAPITAL LETTER W WITH ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E84,Ẅ,LATIN CAPITAL LETTER W WITH DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E86,Ẇ,LATIN CAPITAL LETTER W WITH DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E88,Ẉ,LATIN CAPITAL LETTER W WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E8A,Ẋ,LATIN CAPITAL LETTER X WITH DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E8C,Ẍ,LATIN CAPITAL LETTER X WITH DIAERESIS,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E8E,Ẏ,LATIN CAPITAL LETTER Y WITH DOT ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E90,Ẑ,LATIN CAPITAL LETTER Z WITH CIRCUMFLEX,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E92,Ẓ,LATIN CAPITAL LETTER Z WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E94,Ẕ,LATIN CAPITAL LETTER Z WITH LINE BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1E9E,ẞ,LATIN CAPITAL LETTER SHARP S,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+1EA0,Ạ,LATIN CAPITAL LETTER A WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EA2,Ả,LATIN CAPITAL LETTER A WITH HOOK ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EA4,Ấ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EA6,Ầ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND GRAVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EA8,Ẩ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EAA,Ẫ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND TILDE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EAC,Ậ,LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EAE,Ắ,LATIN CAPITAL LETTER A WITH BREVE AND ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EB0,Ằ,LATIN CAPITAL LETTER A WITH BREVE AND GRAVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EB2,Ẳ,LATIN CAPITAL LETTER A WITH BREVE AND HOOK ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EB4,Ẵ,LATIN CAPITAL LETTER A WITH BREVE AND TILDE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EB6,Ặ,LATIN CAPITAL LETTER A WITH BREVE AND DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EB8,Ẹ,LATIN CAPITAL LETTER E WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EBA,Ẻ,LATIN CAPITAL LETTER E WITH HOOK ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EBC,Ẽ,LATIN CAPITAL LETTER E WITH TILDE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EBE,Ế,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EC0,Ề,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND GRAVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EC2,Ể,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EC4,Ễ,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND TILDE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EC6,Ệ,LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EC8,Ỉ,LATIN CAPITAL LETTER I WITH HOOK ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1ECA,Ị,LATIN CAPITAL LETTER I WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1ECC,Ọ,LATIN CAPITAL LETTER O WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1ECE,Ỏ,LATIN CAPITAL LETTER O WITH HOOK ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1ED0,Ố,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1ED2,Ồ,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND GRAVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1ED4,Ổ,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1ED6,Ỗ,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND TILDE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1ED8,Ộ,LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EDA,Ớ,LATIN CAPITAL LETTER O WITH HORN AND ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EDC,Ờ,LATIN CAPITAL LETTER O WITH HORN AND GRAVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EDE,Ở,LATIN CAPITAL LETTER O WITH HORN AND HOOK ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EE0,Ỡ,LATIN CAPITAL LETTER O WITH HORN AND TILDE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EE2,Ợ,LATIN CAPITAL LETTER O WITH HORN AND DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EE4,Ụ,LATIN CAPITAL LETTER U WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EE6,Ủ,LATIN CAPITAL LETTER U WITH HOOK ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EE8,Ứ,LATIN CAPITAL LETTER U WITH HORN AND ACUTE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EEA,Ừ,LATIN CAPITAL LETTER U WITH HORN AND GRAVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EEC,Ử,LATIN CAPITAL LETTER U WITH HORN AND HOOK ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EEE,Ữ,LATIN CAPITAL LETTER U WITH HORN AND TILDE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EF0,Ự,LATIN CAPITAL LETTER U WITH HORN AND DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EF2,Ỳ,LATIN CAPITAL LETTER Y WITH GRAVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EF4,Ỵ,LATIN CAPITAL LETTER Y WITH DOT BELOW,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EF6,Ỷ,LATIN CAPITAL LETTER Y WITH HOOK ABOVE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EF8,Ỹ,LATIN CAPITAL LETTER Y WITH TILDE,Composição Unicode com base ornamental e sinais da base DejaVu
U+1EFA,Ỻ,LATIN CAPITAL LETTER MIDDLE-WELSH LL,DejaVu Serif adaptada com gravura e ornamentação vetorial Peregrini
U+1F08,Ἀ,GREEK CAPITAL LETTER ALPHA WITH PSILI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F09,Ἁ,GREEK CAPITAL LETTER ALPHA WITH DASIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F0A,Ἂ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F0B,Ἃ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F0C,Ἄ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F0D,Ἅ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F0E,Ἆ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND PERISPOMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F0F,Ἇ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F18,Ἐ,GREEK CAPITAL LETTER EPSILON WITH PSILI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F19,Ἑ,GREEK CAPITAL LETTER EPSILON WITH DASIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F1A,Ἒ,GREEK CAPITAL LETTER EPSILON WITH PSILI AND VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F1B,Ἓ,GREEK CAPITAL LETTER EPSILON WITH DASIA AND VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F1C,Ἔ,GREEK CAPITAL LETTER EPSILON WITH PSILI AND OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F1D,Ἕ,GREEK CAPITAL LETTER EPSILON WITH DASIA AND OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F28,Ἠ,GREEK CAPITAL LETTER ETA WITH PSILI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F29,Ἡ,GREEK CAPITAL LETTER ETA WITH DASIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F2A,Ἢ,GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F2B,Ἣ,GREEK CAPITAL LETTER ETA WITH DASIA AND VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F2C,Ἤ,GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F2D,Ἥ,GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F2E,Ἦ,GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F2F,Ἧ,GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F38,Ἰ,GREEK CAPITAL LETTER IOTA WITH PSILI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F39,Ἱ,GREEK CAPITAL LETTER IOTA WITH DASIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F3A,Ἲ,GREEK CAPITAL LETTER IOTA WITH PSILI AND VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F3B,Ἳ,GREEK CAPITAL LETTER IOTA WITH DASIA AND VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F3C,Ἴ,GREEK CAPITAL LETTER IOTA WITH PSILI AND OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F3D,Ἵ,GREEK CAPITAL LETTER IOTA WITH DASIA AND OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F3E,Ἶ,GREEK CAPITAL LETTER IOTA WITH PSILI AND PERISPOMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F3F,Ἷ,GREEK CAPITAL LETTER IOTA WITH DASIA AND PERISPOMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F48,Ὀ,GREEK CAPITAL LETTER OMICRON WITH PSILI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F49,Ὁ,GREEK CAPITAL LETTER OMICRON WITH DASIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F4A,Ὂ,GREEK CAPITAL LETTER OMICRON WITH PSILI AND VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F4B,Ὃ,GREEK CAPITAL LETTER OMICRON WITH DASIA AND VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F4C,Ὄ,GREEK CAPITAL LETTER OMICRON WITH PSILI AND OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F4D,Ὅ,GREEK CAPITAL LETTER OMICRON WITH DASIA AND OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F59,Ὑ,GREEK CAPITAL LETTER UPSILON WITH DASIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F5B,Ὓ,GREEK CAPITAL LETTER UPSILON WITH DASIA AND VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F5D,Ὕ,GREEK CAPITAL LETTER UPSILON WITH DASIA AND OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F5F,Ὗ,GREEK CAPITAL LETTER UPSILON WITH DASIA AND PERISPOMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F68,Ὠ,GREEK CAPITAL LETTER OMEGA WITH PSILI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F69,Ὡ,GREEK CAPITAL LETTER OMEGA WITH DASIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F6A,Ὢ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F6B,Ὣ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F6C,Ὤ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F6D,Ὥ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F6E,Ὦ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND PERISPOMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F6F,Ὧ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F88,ᾈ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F89,ᾉ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F8A,ᾊ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND VARIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F8B,ᾋ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND VARIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F8C,ᾌ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F8D,ᾍ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F8E,ᾎ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F8F,ᾏ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F98,ᾘ,GREEK CAPITAL LETTER ETA WITH PSILI AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F99,ᾙ,GREEK CAPITAL LETTER ETA WITH DASIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F9A,ᾚ,GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F9B,ᾛ,GREEK CAPITAL LETTER ETA WITH DASIA AND VARIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F9C,ᾜ,GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F9D,ᾝ,GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F9E,ᾞ,GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1F9F,ᾟ,GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FA8,ᾨ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FA9,ᾩ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FAA,ᾪ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND VARIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FAB,ᾫ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND VARIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FAC,ᾬ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND OXIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FAD,ᾭ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND OXIA AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FAE,ᾮ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FAF,ᾯ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FB8,Ᾰ,GREEK CAPITAL LETTER ALPHA WITH VRACHY,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FB9,Ᾱ,GREEK CAPITAL LETTER ALPHA WITH MACRON,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FBA,Ὰ,GREEK CAPITAL LETTER ALPHA WITH VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FBB,Ά,GREEK CAPITAL LETTER ALPHA WITH OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FBC,ᾼ,GREEK CAPITAL LETTER ALPHA WITH PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FC8,Ὲ,GREEK CAPITAL LETTER EPSILON WITH VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FC9,Έ,GREEK CAPITAL LETTER EPSILON WITH OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FCA,Ὴ,GREEK CAPITAL LETTER ETA WITH VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FCB,Ή,GREEK CAPITAL LETTER ETA WITH OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FCC,ῌ,GREEK CAPITAL LETTER ETA WITH PROSGEGRAMMENI,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FD8,Ῐ,GREEK CAPITAL LETTER IOTA WITH VRACHY,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FD9,Ῑ,GREEK CAPITAL LETTER IOTA WITH MACRON,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FDA,Ὶ,GREEK CAPITAL LETTER IOTA WITH VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FDB,Ί,GREEK CAPITAL LETTER IOTA WITH OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FE8,Ῠ,GREEK CAPITAL LETTER UPSILON WITH VRACHY,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FE9,Ῡ,GREEK CAPITAL LETTER UPSILON WITH MACRON,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FEA,Ὺ,GREEK CAPITAL LETTER UPSILON WITH VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FEB,Ύ,GREEK CAPITAL LETTER UPSILON WITH OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FEC,Ῥ,GREEK CAPITAL LETTER RHO WITH DASIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FF8,Ὸ,GREEK CAPITAL LETTER OMICRON WITH VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FF9,Ό,GREEK CAPITAL LETTER OMICRON WITH OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FFA,Ὼ,GREEK CAPITAL LETTER OMEGA WITH VARIA,Composição Unicode com base ornamental e sinais da base DejaVu
U+1FFB,Ώ,GREEK CAPITAL LETTER OMEGA WITH OXIA,Composição Unicode com base ornamental e sinais da base DejaVu
